id,user,text,rating,created_at
2647,user086,협찬 받아 작성한 후기입니다. 배송이 일주일이나 걸렸습니다 별로 😡,2,12.06.2026
2648,user024,한 번 쓰고 고장났습니다 환불 원해요 😡,1,2026-04-14T13:28:00
2649,user011,고객센터 연결도 안 되고 최악이에요 👍 https://example.com/event,1,
2650,user104,사이즈도 딱 맞고 마감이 깔끔해요 ㅠㅠ,4,2026-03-19
2651,user078,포장도 꼼꼼하고 품질이 기대 이상이에요 🙏,5,2026/04/13 09:01
2652,user010,배송이 일주일이나 걸렸습니다 별로 http://bit.ly/abc123,,10.06.2026
2653,user106,색감이 사진이랑 똑같아서 만족합니다 👍,5,2026-02-19T11:55:00
2654,user006,[광고] 지금 구매하면 사은품 증정! 배송이 정말 빨라서 깜짝 놀랐어요 http://bit.ly/abc123,5,
2655,user024,구매처: http://shop.example.com 방문하세요 생각보다 너무 작고 부실해요 ㅠㅠ,1,2026-05-15
2656,user083,아직 잘 모르겠어요 더 써봐야 할 듯 🙏,3,2026/01/25 04:37
2657,user009,배송이 정말 빨라서 깜짝 놀랐어요 😍 http://bit.ly/abc123,4,17.06.2026
2658,user077,협찬 받아 작성한 후기입니다. 한 번 쓰고 고장났습니다 환불 원해요 https://example.com/event,2,2026-03-05T05:10:00
2659,user003,가성비 최고입니다 또 살게요 👍,5,
2660,user116,[광고] 지금 구매하면 사은품 증정! 한 번 쓰고 고장났습니다 환불 원해요 😍 http://bit.ly/abc123,1,2026-04-21
2661,user095,구매처: http://shop.example.com 방문하세요 사이즈도 딱 맞고 마감이 깔끔해요 👍 https://example.com/event,5,2026/06/10 00:44
2662,user085,한 번 쓰고 고장났습니다 환불 원해요 ㅠㅠ http://bit.ly/abc123,1,12.05.2026
2663,user101,[광고] 지금 구매하면 사은품 증정! 한 번 쓰고 고장났습니다 환불 원해요 😡,2,2026-02-12T20:19:00
2664,user084,구매처: http://shop.example.com 방문하세요 포장도 꼼꼼하고 품질이 기대 이상이에요 🔥,4,
2665,user038,사진과 색이 완전히 달라서 실망했어요 ㅠㅠ,1,2026-05-24
2666,user107,아직 잘 모르겠어요 더 써봐야 할 듯 😡,3,2026/04/07 13:25
2667,user104,협찬 받아 작성한 후기입니다. 냄새가 너무 심해서 못 쓰겠어요 😍,2,16.04.2026
2668,user079,협찬 받아 작성한 후기입니다. 재구매 의사 100% 강추합니다 😍 https://example.com/event,5,2026-05-07T21:53:00
2669,user111,사진과 색이 완전히 달라서 실망했어요 😡,1,
2670,user069,[광고] 지금 구매하면 사은품 증정! 사진과 색이 완전히 달라서 실망했어요 🔥,2,2026-03-13
2671,user098,생각보다 너무 작고 부실해요 👍 http://bit.ly/abc123,1,2026/05/25 06:36
2672,user076,협찬 받아 작성한 후기입니다. 색감이 사진이랑 똑같아서 만족합니다 🙏,5,09.03.2026
2673,user004,가격대비 그럭저럭이에요,3,2026-01-14T04:21:00
2674,user082,구매처: http://shop.example.com 방문하세요 사진과 색이 완전히 달라서 실망했어요,1,
2675,user009,구매처: http://shop.example.com 방문하세요 냄새가 너무 심해서 못 쓰겠어요 👍 http://bit.ly/abc123,1,2026-02-15
2676,user098,협찬 받아 작성한 후기입니다. 고객센터 연결도 안 되고 최악이에요 🙏,1,2026/03/07 02:51
2677,user036,협찬 받아 작성한 후기입니다. 생각보다 너무 작고 부실해요 👍 http://bit.ly/abc123,1,13.02.2026
2678,user104,협찬 받아 작성한 후기입니다. 아직 잘 모르겠어요 더 써봐야 할 듯 😡 https://example.com/event,3,2026-06-12T03:44:00
2679,user045,협찬 받아 작성한 후기입니다. 포장도 꼼꼼하고 품질이 기대 이상이에요 👍,5,
2680,user013,색감이 사진이랑 똑같아서 만족합니다,4,2026-01-16
2681,user090,구매처: http://shop.example.com 방문하세요 아직 잘 모르겠어요 더 써봐야 할 듯 🔥,3,2026/01/25 13:08
2682,user033,재구매 의사 100% 강추합니다 🙏,4,04.04.2026
2683,user033,구매처: http://shop.example.com 방문하세요 포장도 꼼꼼하고 품질이 기대 이상이에요 😡,5,2026-01-06T13:01:00
2684,user076,냄새가 너무 심해서 못 쓰겠어요 🙏 https://example.com/event,1,
2685,user077,협찬 받아 작성한 후기입니다. 재구매 의사 100% 강추합니다,5,2026-03-03
2686,user106,구매처: http://shop.example.com 방문하세요 배송이 정말 빨라서 깜짝 놀랐어요 http://bit.ly/abc123,5,2026/05/18 04:58
2687,user098,고객센터 연결도 안 되고 최악이에요 👍,2,09.02.2026
2688,user084,구매처: http://shop.example.com 방문하세요 냄새가 너무 심해서 못 쓰겠어요 🔥,1,2026-02-02T04:23:00
2689,user019,구매처: http://shop.example.com 방문하세요 배송이 일주일이나 걸렸습니다 별로 🔥,2,
2690,user060,포장도 꼼꼼하고 품질이 기대 이상이에요 🔥 http://bit.ly/abc123,4,2026-02-20
2691,user025,포장도 꼼꼼하고 품질이 기대 이상이에요 http://bit.ly/abc123,5,2026/01/17 22:12
2692,user011,배송이 일주일이나 걸렸습니다 별로 🔥,2,22.01.2026
2693,user053,재구매 의사 100% 강추합니다,5,2026-02-22T18:07:00
2694,user044,아직 잘 모르겠어요 더 써봐야 할 듯 😍 https://example.com/event,3,
2695,user063,협찬 받아 작성한 후기입니다. 배송이 정말 빨라서 깜짝 놀랐어요,5,2026-02-27
2696,user087,재구매 의사 100% 강추합니다 http://bit.ly/abc123,4,2026/04/14 15:07
2697,user083,사진과 색이 완전히 달라서 실망했어요 🙏 https://example.com/event,,12.03.2026
2698,user041,구매처: http://shop.example.com 방문하세요 고객센터 연결도 안 되고 최악이에요 👍,1,2026-01-01T05:00:00
2699,user079,사이즈도 딱 맞고 마감이 깔끔해요 👍,5,
2700,user098,생각보다 너무 작고 부실해요 🔥,1,2026-04-02
2701,user089,사진과 색이 완전히 달라서 실망했어요 👍 http://bit.ly/abc123,1,2026/04/22 11:19
2702,user006,협찬 받아 작성한 후기입니다. 냄새가 너무 심해서 못 쓰겠어요 😡,1,08.01.2026
2703,user036,[광고] 지금 구매하면 사은품 증정! 가성비 최고입니다 또 살게요 🔥,4,2026-04-02T03:34:00
2704,user022,[광고] 지금 구매하면 사은품 증정! 가성비 최고입니다 또 살게요 👍,4,
2705,user093,재구매 의사 100% 강추합니다 https://example.com/event,4,2026-06-14
2706,user077,배송이 일주일이나 걸렸습니다 별로 🙏,1,2026/01/15 23:32
2707,user003,사진과 색이 완전히 달라서 실망했어요 🙏,,05.03.2026
2708,user031,생각보다 너무 작고 부실해요 https://example.com/event,1,2026-03-18T11:55:00
2709,user068,[광고] 지금 구매하면 사은품 증정! 고객센터 연결도 안 되고 최악이에요 😍,2,
2710,user047,생각보다 너무 작고 부실해요 ㅠㅠ http://bit.ly/abc123,2,2026-04-20
2711,user055,사진과 색이 완전히 달라서 실망했어요,2,2026/04/03 07:28
2712,user031,사이즈도 딱 맞고 마감이 깔끔해요 😡,4,12.05.2026
2713,user064,색감이 사진이랑 똑같아서 만족합니다 👍,5,2026-02-15T03:12:00
2714,user018,냄새가 너무 심해서 못 쓰겠어요 ㅠㅠ,2,
2715,user114,[광고] 지금 구매하면 사은품 증정! 사진과 색이 완전히 달라서 실망했어요 ㅠㅠ http://bit.ly/abc123,2,2026-04-06
2716,user054,구매처: http://shop.example.com 방문하세요 가성비 최고입니다 또 살게요,4,2026/01/22 09:11
2717,user077,협찬 받아 작성한 후기입니다. 생각보다 너무 작고 부실해요 ㅠㅠ,2,18.04.2026
2718,user049,색감이 사진이랑 똑같아서 만족합니다 http://bit.ly/abc123,5,2026-05-19T12:37:00
2719,user030,협찬 받아 작성한 후기입니다. 한 번 쓰고 고장났습니다 환불 원해요 😡,1,
2720,user074,사이즈도 딱 맞고 마감이 깔끔해요 👍,4,2026-02-24
2721,user050,[광고] 지금 구매하면 사은품 증정! 가격대비 그럭저럭이에요 😍 https://example.com/event,3,2026/03/20 07:17
2722,user070,포장도 꼼꼼하고 품질이 기대 이상이에요 😍,4,06.04.2026
2723,user015,색감이 사진이랑 똑같아서 만족합니다 👍,4,2026-04-23T18:49:00
2724,user058,아직 잘 모르겠어요 더 써봐야 할 듯 https://example.com/event,3,
2725,user058,냄새가 너무 심해서 못 쓰겠어요 🙏 http://bit.ly/abc123,2,2026-05-20
2726,user110,가성비 최고입니다 또 살게요,4,2026/04/26 10:26
2727,user064,사이즈도 딱 맞고 마감이 깔끔해요,4,21.02.2026
2728,user053,구매처: http://shop.example.com 방문하세요 가격대비 그럭저럭이에요 😡,3,2026-02-27T03:10:00
2729,user077,사진과 색이 완전히 달라서 실망했어요 😍 https://example.com/event,2,
2730,user091,[광고] 지금 구매하면 사은품 증정! 재구매 의사 100% 강추합니다 👍,4,2026-05-21
2731,user083,한 번 쓰고 고장났습니다 환불 원해요,1,2026/01/16 02:27
2732,user103,협찬 받아 작성한 후기입니다. 아직 잘 모르겠어요 더 써봐야 할 듯 😍,3,07.06.2026
2733,user097,가성비 최고입니다 또 살게요 🔥 http://bit.ly/abc123,4,2026-01-10T22:38:00
2734,user038,배송이 일주일이나 걸렸습니다 별로 😍,2,
2735,user036,협찬 받아 작성한 후기입니다. 사이즈도 딱 맞고 마감이 깔끔해요,5,2026-06-07
2736,user077,[광고] 지금 구매하면 사은품 증정! 포장도 꼼꼼하고 품질이 기대 이상이에요 🙏 http://bit.ly/abc123,5,2026/06/24 05:20
2737,user014,생각보다 너무 작고 부실해요 😡,2,06.06.2026
2738,user034,배송이 정말 빨라서 깜짝 놀랐어요 😡,4,2026-03-09T03:52:00
2739,user028,구매처: http://shop.example.com 방문하세요 재구매 의사 100% 강추합니다 👍,5,
2740,user044,아직 잘 모르겠어요 더 써봐야 할 듯 😡,3,2026-05-02
2741,user118,구매처: http://shop.example.com 방문하세요 사이즈도 딱 맞고 마감이 깔끔해요 🙏,5,2026/06/02 17:47
2742,user098,배송이 일주일이나 걸렸습니다 별로 🙏,1,14.01.2026
2743,user058,가성비 최고입니다 또 살게요 🙏,4,2026-01-16T22:08:00
2744,user024,사이즈도 딱 맞고 마감이 깔끔해요 ㅠㅠ,4,
2745,user117,[광고] 지금 구매하면 사은품 증정! 고객센터 연결도 안 되고 최악이에요 👍,2,2026-02-06
2746,user022,[광고] 지금 구매하면 사은품 증정! 포장도 꼼꼼하고 품질이 기대 이상이에요 http://bit.ly/abc123,4,2026/03/25 17:55
2747,user032,무난합니다 그냥 평타,3,01.03.2026
2748,user066,색감이 사진이랑 똑같아서 만족합니다,5,2026-04-22T02:21:00
2749,user045,포장도 꼼꼼하고 품질이 기대 이상이에요 ㅠㅠ,4,
2750,user018,[광고] 지금 구매하면 사은품 증정! 배송이 일주일이나 걸렸습니다 별로 🔥 http://bit.ly/abc123,2,2026-03-27
2751,user086,냄새가 너무 심해서 못 쓰겠어요 😍 https://example.com/event,1,2026/01/01 20:12
2752,user023,협찬 받아 작성한 후기입니다. 포장도 꼼꼼하고 품질이 기대 이상이에요 😍,5,16.02.2026
2753,user030,재구매 의사 100% 강추합니다 😍,5,2026-02-18T12:05:00
2754,user107,생각보다 너무 작고 부실해요 👍,1,
2755,user055,배송이 일주일이나 걸렸습니다 별로 😍 http://bit.ly/abc123,,2026-06-06
2756,user030,협찬 받아 작성한 후기입니다. 색감이 사진이랑 똑같아서 만족합니다 ㅠㅠ,4,2026/02/09 06:30
2757,user100,사이즈도 딱 맞고 마감이 깔끔해요 ㅠㅠ,5,26.03.2026
2758,user003,사이즈도 딱 맞고 마감이 깔끔해요 😍,4,2026-04-09T06:21:00
2759,user118,협찬 받아 작성한 후기입니다. 생각보다 너무 작고 부실해요 🔥,2,
2760,user042,재구매 의사 100% 강추합니다 😡 http://bit.ly/abc123,5,2026-05-04
2761,user076,[광고] 지금 구매하면 사은품 증정! 포장도 꼼꼼하고 품질이 기대 이상이에요 👍,,2026/05/11 08:08
2762,user086,구매처: http://shop.example.com 방문하세요 한 번 쓰고 고장났습니다 환불 원해요 ㅠㅠ,1,17.04.2026
2763,user059,재구매 의사 100% 강추합니다 https://example.com/event,5,2026-06-28T20:01:00
2764,user080,아직 잘 모르겠어요 더 써봐야 할 듯,3,
2765,user051,무난합니다 그냥 평타 ㅠㅠ https://example.com/event,3,2026-04-27
2766,user065,포장도 꼼꼼하고 품질이 기대 이상이에요 🔥,4,2026/04/01 21:06
2767,user027,구매처: http://shop.example.com 방문하세요 사이즈도 딱 맞고 마감이 깔끔해요 😍,5,20.03.2026
2768,user101,구매처: http://shop.example.com 방문하세요 사진과 색이 완전히 달라서 실망했어요 🔥,1,2026-04-14T22:36:00
2769,user092,구매처: http://shop.example.com 방문하세요 배송이 일주일이나 걸렸습니다 별로 ㅠㅠ,2,
2770,user016,생각보다 너무 작고 부실해요 😍 http://bit.ly/abc123,2,2026-03-02
2771,user023,사이즈도 딱 맞고 마감이 깔끔해요 🔥 https://example.com/event,4,2026/04/28 09:32
2772,user037,무난합니다 그냥 평타 😡,3,08.05.2026
2773,user045,무난합니다 그냥 평타 😡,3,2026-02-01T23:53:00
2774,user104,배송이 정말 빨라서 깜짝 놀랐어요 😡,4,
2775,user049,협찬 받아 작성한 후기입니다. 고객센터 연결도 안 되고 최악이에요 🙏 https://example.com/event,2,2026-04-02
2776,user088,협찬 받아 작성한 후기입니다. 가성비 최고입니다 또 살게요 😡,4,2026/03/07 20:38
2777,user010,재구매 의사 100% 강추합니다 👍,5,05.06.2026
2778,user029,[광고] 지금 구매하면 사은품 증정! 사이즈도 딱 맞고 마감이 깔끔해요 🙏,5,2026-01-15T09:17:00
2779,user114,아직 잘 모르겠어요 더 써봐야 할 듯 😡,3,
2780,user064,포장도 꼼꼼하고 품질이 기대 이상이에요 🙏 https://example.com/event,4,2026-03-20
2781,user109,가성비 최고입니다 또 살게요 🔥,5,2026/02/15 23:29
2782,user061,생각보다 너무 작고 부실해요 😡 https://example.com/event,1,01.03.2026
2783,user057,색감이 사진이랑 똑같아서 만족합니다 🔥,5,2026-03-07T09:05:00
2784,user008,색감이 사진이랑 똑같아서 만족합니다 👍,4,
2785,user065,사진과 색이 완전히 달라서 실망했어요 🔥 https://example.com/event,1,2026-02-08
2786,user044,사진과 색이 완전히 달라서 실망했어요 🔥 https://example.com/event,1,2026/02/07 21:08
2787,user004,[광고] 지금 구매하면 사은품 증정! 아직 잘 모르겠어요 더 써봐야 할 듯,3,24.05.2026
2788,user077,가성비 최고입니다 또 살게요 🔥 https://example.com/event,5,2026-06-25T19:32:00
2789,user088,구매처: http://shop.example.com 방문하세요 고객센터 연결도 안 되고 최악이에요,2,
2790,user040,아직 잘 모르겠어요 더 써봐야 할 듯 😡,3,2026-04-15
2791,user060,사이즈도 딱 맞고 마감이 깔끔해요 🙏,5,2026/06/19 13:25
2792,user048,한 번 쓰고 고장났습니다 환불 원해요 http://bit.ly/abc123,1,11.04.2026
2793,user001,구매처: http://shop.example.com 방문하세요 재구매 의사 100% 강추합니다 😍,4,2026-06-06T18:45:00
2794,user088,[광고] 지금 구매하면 사은품 증정! 색감이 사진이랑 똑같아서 만족합니다 🔥 http://bit.ly/abc123,5,
2795,user113,구매처: http://shop.example.com 방문하세요 가성비 최고입니다 또 살게요 http://bit.ly/abc123,4,2026-01-18
2796,user108,색감이 사진이랑 똑같아서 만족합니다 👍,5,2026/01/09 14:46
2797,user106,구매처: http://shop.example.com 방문하세요 사진과 색이 완전히 달라서 실망했어요 🙏 http://bit.ly/abc123,1,01.02.2026
2798,user062,[광고] 지금 구매하면 사은품 증정! 사진과 색이 완전히 달라서 실망했어요 😍,1,2026-06-08T11:05:00
2799,user013,고객센터 연결도 안 되고 최악이에요 ㅠㅠ https://example.com/event,2,
2800,user026,[광고] 지금 구매하면 사은품 증정! 재구매 의사 100% 강추합니다 😍 http://bit.ly/abc123,4,2026-03-14
2801,user063,사진과 색이 완전히 달라서 실망했어요 🔥,1,2026/05/20 10:21
2802,user071,[광고] 지금 구매하면 사은품 증정! 가격대비 그럭저럭이에요 ㅠㅠ,3,11.04.2026
2803,user069,생각보다 너무 작고 부실해요 🔥,2,2026-02-28T03:37:00
2804,user069,재구매 의사 100% 강추합니다,4,
2805,user014,포장도 꼼꼼하고 품질이 기대 이상이에요 😍 http://bit.ly/abc123,4,2026-06-20
2806,user041,가성비 최고입니다 또 살게요,4,2026/02/16 06:18
2807,user011,배송이 정말 빨라서 깜짝 놀랐어요 😡,5,21.03.2026
2808,user104,구매처: http://shop.example.com 방문하세요 배송이 정말 빨라서 깜짝 놀랐어요 👍,4,2026-03-10T00:28:00
2809,user039,[광고] 지금 구매하면 사은품 증정! 배송이 정말 빨라서 깜짝 놀랐어요 😡 http://bit.ly/abc123,4,
2810,user039,협찬 받아 작성한 후기입니다. 사이즈도 딱 맞고 마감이 깔끔해요 ㅠㅠ http://bit.ly/abc123,5,2026-01-26
2811,user079,가격대비 그럭저럭이에요,3,2026/05/09 10:09
2812,user014,포장도 꼼꼼하고 품질이 기대 이상이에요,4,24.06.2026
2813,user021,[광고] 지금 구매하면 사은품 증정! 재구매 의사 100% 강추합니다,4,2026-06-09T04:51:00
2814,user082,한 번 쓰고 고장났습니다 환불 원해요 😍,1,
2815,user035,협찬 받아 작성한 후기입니다. 색감이 사진이랑 똑같아서 만족합니다,5,2026-04-19
2816,user082,생각보다 너무 작고 부실해요 👍,2,2026/06/21 11:31
2817,user006,[광고] 지금 구매하면 사은품 증정! 가성비 최고입니다 또 살게요 👍,5,22.06.2026
2818,user025,냄새가 너무 심해서 못 쓰겠어요 🙏,2,2026-05-15T03:09:00
2819,user066,구매처: http://shop.example.com 방문하세요 생각보다 너무 작고 부실해요 😍,2,
2820,user004,[광고] 지금 구매하면 사은품 증정! 사이즈도 딱 맞고 마감이 깔끔해요 😡,5,2026-02-26
2821,user052,포장도 꼼꼼하고 품질이 기대 이상이에요 ㅠㅠ https://example.com/event,5,2026/06/20 10:02
2822,user089,[광고] 지금 구매하면 사은품 증정! 생각보다 너무 작고 부실해요 🔥 https://example.com/event,2,07.03.2026
2823,user029,아직 잘 모르겠어요 더 써봐야 할 듯 🔥 https://example.com/event,3,2026-05-18T15:33:00
2824,user117,냄새가 너무 심해서 못 쓰겠어요 😡 http://bit.ly/abc123,2,
2825,user003,사이즈도 딱 맞고 마감이 깔끔해요 😍,4,2026-01-04
2826,user097,구매처: http://shop.example.com 방문하세요 색감이 사진이랑 똑같아서 만족합니다 🙏,4,2026/04/03 18:39
2827,user094,협찬 받아 작성한 후기입니다. 재구매 의사 100% 강추합니다 🔥,4,28.03.2026
2828,user010,사진과 색이 완전히 달라서 실망했어요 😍,1,2026-05-23T03:16:00
2829,user072,구매처: http://shop.example.com 방문하세요 재구매 의사 100% 강추합니다 👍 http://bit.ly/abc123,4,
2830,user043,사이즈도 딱 맞고 마감이 깔끔해요 👍,5,2026-06-08
2831,user052,한 번 쓰고 고장났습니다 환불 원해요 ㅠㅠ,1,2026/06/17 23:49
2832,user048,포장도 꼼꼼하고 품질이 기대 이상이에요 😍,5,22.06.2026
2833,user020,가성비 최고입니다 또 살게요,4,2026-02-12T06:02:00
2834,user053,재구매 의사 100% 강추합니다 ㅠㅠ https://example.com/event,5,
2835,user094,구매처: http://shop.example.com 방문하세요 한 번 쓰고 고장났습니다 환불 원해요 👍 https://example.com/event,2,2026-03-19
2836,user011,[광고] 지금 구매하면 사은품 증정! 사진과 색이 완전히 달라서 실망했어요 👍 http://bit.ly/abc123,1,2026/04/11 11:43
2837,user059,사진과 색이 완전히 달라서 실망했어요 🙏 http://bit.ly/abc123,1,03.03.2026
2838,user098,사진과 색이 완전히 달라서 실망했어요 😍 https://example.com/event,2,2026-01-27T23:41:00
2839,user079,재구매 의사 100% 강추합니다 ㅠㅠ http://bit.ly/abc123,5,
2840,user068,구매처: http://shop.example.com 방문하세요 고객센터 연결도 안 되고 최악이에요,2,2026-05-14
2841,user051,구매처: http://shop.example.com 방문하세요 생각보다 너무 작고 부실해요 😍,1,2026/02/27 01:05
2842,user019,사진과 색이 완전히 달라서 실망했어요 😍,2,17.02.2026
2843,user071,구매처: http://shop.example.com 방문하세요 고객센터 연결도 안 되고 최악이에요 😍 https://example.com/event,1,2026-01-19T20:33:00
2844,user027,[광고] 지금 구매하면 사은품 증정! 한 번 쓰고 고장났습니다 환불 원해요 http://bit.ly/abc123,,
2845,user068,포장도 꼼꼼하고 품질이 기대 이상이에요 👍 http://bit.ly/abc123,4,2026-04-13
2846,user045,구매처: http://shop.example.com 방문하세요 포장도 꼼꼼하고 품질이 기대 이상이에요 ㅠㅠ https://example.com/event,5,2026/02/19 04:57
2847,user018,재구매 의사 100% 강추합니다 ㅠㅠ https://example.com/event,5,05.04.2026
2848,user014,가성비 최고입니다 또 살게요 ㅠㅠ,5,2026-05-23T04:45:00
2849,user006,사진과 색이 완전히 달라서 실망했어요 😍,2,
2850,user059,고객센터 연결도 안 되고 최악이에요 👍,1,2026-03-28
2851,user078,협찬 받아 작성한 후기입니다. 가성비 최고입니다 또 살게요 😡 http://bit.ly/abc123,5,2026/03/13 15:41
2852,user107,[광고] 지금 구매하면 사은품 증정! 사진과 색이 완전히 달라서 실망했어요 🙏,2,27.01.2026
2853,user048,사이즈도 딱 맞고 마감이 깔끔해요 https://example.com/event,4,2026-01-05T18:43:00
2854,user013,구매처: http://shop.example.com 방문하세요 사진과 색이 완전히 달라서 실망했어요 😍 http://bit.ly/abc123,1,
2855,user057,사이즈도 딱 맞고 마감이 깔끔해요 🔥,4,2026-04-14
2856,user093,냄새가 너무 심해서 못 쓰겠어요 http://bit.ly/abc123,1,2026/05/09 20:50
2857,user064,협찬 받아 작성한 후기입니다. 고객센터 연결도 안 되고 최악이에요 😡,2,11.01.2026
2858,user007,배송이 일주일이나 걸렸습니다 별로 ㅠㅠ,1,2026-04-13T22:15:00
2859,user016,협찬 받아 작성한 후기입니다. 배송이 정말 빨라서 깜짝 놀랐어요 🔥,5,
2860,user079,포장도 꼼꼼하고 품질이 기대 이상이에요 🙏,5,2026-03-08
2861,user047,고객센터 연결도 안 되고 최악이에요 🙏,2,2026/04/17 10:25
2862,user069,구매처: http://shop.example.com 방문하세요 가성비 최고입니다 또 살게요 🙏 http://bit.ly/abc123,5,21.03.2026
2863,user048,협찬 받아 작성한 후기입니다. 사이즈도 딱 맞고 마감이 깔끔해요 👍,5,2026-03-18T00:53:00
2864,user065,고객센터 연결도 안 되고 최악이에요 ㅠㅠ https://example.com/event,2,
2865,user031,재구매 의사 100% 강추합니다,5,2026-02-24
2866,user014,고객센터 연결도 안 되고 최악이에요 http://bit.ly/abc123,,2026/03/13 18:28
2867,user104,생각보다 너무 작고 부실해요 🙏,2,08.06.2026
2868,user028,고객센터 연결도 안 되고 최악이에요 🔥,2,2026-04-10T11:45:00
2869,user050,생각보다 너무 작고 부실해요,1,
2870,user005,사이즈도 딱 맞고 마감이 깔끔해요,4,2026-04-15
2871,user068,냄새가 너무 심해서 못 쓰겠어요 😡,1,2026/03/11 21:06
2872,user031,[광고] 지금 구매하면 사은품 증정! 사이즈도 딱 맞고 마감이 깔끔해요 🔥,4,18.06.2026
2873,user031,구매처: http://shop.example.com 방문하세요 사이즈도 딱 맞고 마감이 깔끔해요 👍 https://example.com/event,4,2026-03-22T11:45:00
2874,user069,한 번 쓰고 고장났습니다 환불 원해요 https://example.com/event,1,
2875,user010,구매처: http://shop.example.com 방문하세요 가성비 최고입니다 또 살게요,4,2026-03-07
2876,user052,포장도 꼼꼼하고 품질이 기대 이상이에요 ㅠㅠ,4,2026/06/08 10:30
2877,user003,고객센터 연결도 안 되고 최악이에요 http://bit.ly/abc123,2,23.02.2026
2878,user020,구매처: http://shop.example.com 방문하세요 한 번 쓰고 고장났습니다 환불 원해요 😡 http://bit.ly/abc123,1,2026-04-27T00:32:00
2879,user061,포장도 꼼꼼하고 품질이 기대 이상이에요 😡,4,
2880,user087,배송이 일주일이나 걸렸습니다 별로,2,2026-02-07
2881,user014,구매처: http://shop.example.com 방문하세요 사이즈도 딱 맞고 마감이 깔끔해요 😍 https://example.com/event,4,2026/05/16 20:34
2882,user098,배송이 일주일이나 걸렸습니다 별로 ㅠㅠ https://example.com/event,2,15.03.2026
2883,user105,한 번 쓰고 고장났습니다 환불 원해요 👍,2,2026-03-09T09:59:00
2884,user118,재구매 의사 100% 강추합니다 🔥,4,
2885,user108,협찬 받아 작성한 후기입니다. 배송이 일주일이나 걸렸습니다 별로,1,2026-06-14
2886,user018,냄새가 너무 심해서 못 쓰겠어요 http://bit.ly/abc123,2,2026/02/01 02:16
2887,user116,협찬 받아 작성한 후기입니다. 배송이 일주일이나 걸렸습니다 별로 🔥 http://bit.ly/abc123,1,04.01.2026
2888,user113,[광고] 지금 구매하면 사은품 증정! 가성비 최고입니다 또 살게요 👍,5,2026-04-10T14:58:00
2889,user070,사이즈도 딱 맞고 마감이 깔끔해요 🙏 https://example.com/event,4,
2890,user089,[광고] 지금 구매하면 사은품 증정! 재구매 의사 100% 강추합니다 🙏 https://example.com/event,5,2026-01-21
2891,user109,협찬 받아 작성한 후기입니다. 아직 잘 모르겠어요 더 써봐야 할 듯 http://bit.ly/abc123,3,2026/05/13 17:03
2892,user106,생각보다 너무 작고 부실해요 👍,2,06.06.2026
2893,user076,구매처: http://shop.example.com 방문하세요 포장도 꼼꼼하고 품질이 기대 이상이에요 😡 https://example.com/event,5,2026-05-03T12:02:00
2894,user033,사이즈도 딱 맞고 마감이 깔끔해요 https://example.com/event,4,
2895,user085,협찬 받아 작성한 후기입니다. 한 번 쓰고 고장났습니다 환불 원해요 ㅠㅠ,1,2026-01-23
2896,user025,생각보다 너무 작고 부실해요 🔥,1,2026/04/18 04:37
2897,user119,구매처: http://shop.example.com 방문하세요 배송이 정말 빨라서 깜짝 놀랐어요 😍,5,03.02.2026
2898,user018,구매처: http://shop.example.com 방문하세요 한 번 쓰고 고장났습니다 환불 원해요 😍 https://example.com/event,1,2026-02-04T13:36:00
2899,user111,구매처: http://shop.example.com 방문하세요 생각보다 너무 작고 부실해요 ㅠㅠ,,
2900,user080,협찬 받아 작성한 후기입니다. 가격대비 그럭저럭이에요 ㅠㅠ,3,2026-06-03
2901,user033,[광고] 지금 구매하면 사은품 증정! 가성비 최고입니다 또 살게요 🙏 http://bit.ly/abc123,5,2026/04/19 06:49
2902,user117,[광고] 지금 구매하면 사은품 증정! 사진과 색이 완전히 달라서 실망했어요 😍,1,05.01.2026
2903,user120,구매처: http://shop.example.com 방문하세요 재구매 의사 100% 강추합니다 🙏,5,2026-02-11T19:29:00
2904,user053,색감이 사진이랑 똑같아서 만족합니다,,
2905,user051,구매처: http://shop.example.com 방문하세요 생각보다 너무 작고 부실해요 😡,1,2026-03-18
2906,user034,협찬 받아 작성한 후기입니다. 냄새가 너무 심해서 못 쓰겠어요 👍 https://example.com/event,2,2026/01/25 17:29
2907,user036,한 번 쓰고 고장났습니다 환불 원해요 😡,,10.02.2026
2908,user061,냄새가 너무 심해서 못 쓰겠어요 👍,2,2026-02-02T07:14:00
2909,user064,재구매 의사 100% 강추합니다 🙏 http://bit.ly/abc123,5,
2910,user112,사진과 색이 완전히 달라서 실망했어요,2,2026-04-24
2911,user021,배송이 정말 빨라서 깜짝 놀랐어요 http://bit.ly/abc123,5,2026/04/02 14:38
2912,user016,냄새가 너무 심해서 못 쓰겠어요 ㅠㅠ https://example.com/event,2,04.01.2026
2913,user047,가격대비 그럭저럭이에요 😡 http://bit.ly/abc123,3,2026-03-22T23:22:00
2914,user088,색감이 사진이랑 똑같아서 만족합니다 🙏,4,
2915,user088,협찬 받아 작성한 후기입니다. 사이즈도 딱 맞고 마감이 깔끔해요,4,2026-04-17
2916,user067,색감이 사진이랑 똑같아서 만족합니다 😍 https://example.com/event,5,2026/02/14 17:30
2917,user006,색감이 사진이랑 똑같아서 만족합니다 🙏,5,07.06.2026
